cluster,n,m,modularity,cpm_score,connectivity,ktruss_vals
217075,20,20,2.172699564470073e-07,18.1,1.0,3.0
175032,24,26,2.824511976681749e-07,23.24,1.0,2.0
63322,44,62,6.73531193938948e-07,52.54,1.0,3.0
237124,18,31,3.3676771394831234e-07,29.47,1.0,2.0
164910,25,31,3.367596194074601e-07,28.0,1.0,3.0
39375,57,68,7.38714674610511e-07,52.04,1.0,3.0
82513,38,40,4.3453362503728494e-07,32.97,1.0,3.0
164608,25,28,3.041761644303567e-07,25.0,1.0,2.0
115951,31,37,4.019464279655082e-07,32.35,1.0,3.0
78330,39,50,5.431694157006896e-07,42.59,1.0,3.0
78549,39,47,5.105789520224624e-07,39.59,1.0,2.0
129760,29,31,3.3676468788886347e-07,26.939999999999998,1.0,3.0
104016,33,46,4.99713939327856e-07,40.72,1.0,3.0
115946,31,35,3.802215480929277e-07,30.35,1.0,2.0
146193,27,28,3.041772942902158e-07,24.49,1.0,2.0
217508,20,20,2.1726874586390557e-07,18.1,1.0,2.0
137206,28,32,3.4762554059259486e-07,28.22,1.0,2.0
217616,20,20,2.1726704300474302e-07,18.1,1.0,3.0
185438,23,23,2.4985463835248886e-07,20.47,1.0,2.0
105042,33,41,4.45402553487751e-07,35.72,1.0,3.0
137662,28,29,3.1503947627208e-07,25.22,1.0,3.0
39546,57,73,7.930356520299654e-07,57.04,1.0,3.0
85548,37,49,5.323098830698091e-07,42.34,1.0,3.0
129746,29,36,3.910755106430457e-07,31.939999999999998,1.0,3.0
99067,34,37,4.019422980688245e-07,31.39,1.0,3.0
258659,15,15,1.629526016010801e-07,13.95,1.0,3.0
90338,36,56,6.08338763077864e-07,49.7,1.0,2.0
155563,26,28,3.0417686966707724e-07,24.75,1.0,3.0
99654,34,48,5.214439079806669e-07,42.39,1.0,2.0
137524,28,30,3.259043968843618e-07,26.22,1.0,2.0
216644,20,22,2.389931408069484e-07,20.1,1.0,3.0
104677,33,40,4.345396513990954e-07,34.72,1.0,3.0
173762,24,26,2.8244719446213575e-07,23.24,1.0,2.0
245502,17,17,1.8467813481265314e-07,15.64,1.0,3.0
40781,56,73,7.930212949469091e-07,57.6,1.0,3.0
245230,17,17,1.8467697444554517e-07,15.64,1.0,2.0
55941,47,67,7.278449329972932e-07,56.19,1.0,3.0
50099,50,59,6.409444460082246e-07,46.75,1.0,3.0
258294,15,15,1.6295096766351646e-07,13.95,1.0,3.0
110259,32,43,4.671262228952462e-07,38.04,1.0,3.0
77764,39,63,6.843918895628024e-07,55.59,1.0,4.0
145885,27,28,3.04176853646346e-07,24.49,1.0,2.0
46451,52,74,8.038975680912939e-07,60.74,1.0,4.0
130546,29,31,3.3676787654545776e-07,26.939999999999998,1.0,3.0
129550,29,31,3.36766434532124e-07,26.939999999999998,1.0,3.0
86009,37,42,4.5626462403259497e-07,35.34,1.0,2.0
146332,27,28,3.04176853646346e-07,24.49,1.0,2.0
85747,37,50,5.431682474559845e-07,43.34,1.0,2.0
215856,20,22,2.3899460137836677e-07,20.1,1.0,3.0
57857,46,58,6.300730998435359e-07,47.65,1.0,3.0
206676,21,23,2.498609194232734e-07,20.9,1.0,2.0
94373,35,46,4.99717196611008e-07,40.05,1.0,3.0
206752,21,22,2.3899748909304795e-07,19.9,1.0,2.0
110137,32,38,4.128089513394191e-07,33.04,1.0,2.0
216421,20,20,2.1726877643016263e-07,18.1,1.0,3.0
56123,47,60,6.518054515727454e-07,49.19,1.0,3.0
110254,32,36,3.910850359856702e-07,31.04,1.0,2.0
94102,35,53,5.757625022647145e-07,47.05,1.0,3.0
104159,33,39,4.236763143018547e-07,33.72,1.0,3.0
90157,36,44,4.779939434474845e-07,37.7,1.0,3.0
37026,59,80,8.690664095320049e-07,62.89,1.0,3.0
129450,29,33,3.5849496500713545e-07,28.939999999999998,1.0,3.0
205161,21,22,2.3899471715249103e-07,19.9,1.0,3.0
174608,24,33,3.5849395891701406e-07,30.24,1.0,3.0
136822,28,44,4.779906932748227e-07,40.22,1.0,3.0
129308,29,34,3.693501269878018e-07,29.939999999999998,1.0,3.0
78705,39,64,6.952562720496378e-07,56.59,1.0,2.0
136702,28,39,4.2367370566654185e-07,35.22,1.0,3.0
137987,28,30,3.2590489467769104e-07,26.22,1.0,3.0
78514,39,45,4.888568194840117e-07,37.59,1.0,2.0
78171,39,42,4.5626676924686577e-07,34.59,1.0,3.0
104911,33,38,4.1281251812067597e-07,32.72,1.0,3.0
89796,36,47,5.105748618088055e-07,40.7,1.0,3.0
109662,32,44,4.779941217998243e-07,39.04,1.0,3.0
71816,41,50,5.431732366008384e-07,41.8,1.0,3.0
136989,28,32,3.476297537793787e-07,28.22,1.0,3.0
237734,18,18,1.9554264558335503e-07,16.47,1.0,3.0
206279,21,21,2.2813084659145316e-07,18.9,1.0,2.0
129342,29,35,3.8021303202686834e-07,30.939999999999998,1.0,3.0
103955,33,42,4.5626138377331384e-07,36.72,1.0,3.0
34626,61,119,1.2927466538107e-06,100.7,1.0,5.0
174015,24,25,2.715856265492949e-07,22.24,1.0,2.0
116802,31,38,4.128119253536194e-07,33.35,1.0,3.0
40611,56,94,1.0211123152986362e-06,78.6,1.0,3.0
38084,58,127,1.3796536502618618e-06,110.47,1.0,6.0
122263,30,39,4.2367327009737876e-07,34.65,1.0,3.0
110763,32,33,3.584949936851295e-07,28.04,1.0,3.0
43362,54,78,8.473355129454577e-07,63.69,1.0,4.0
130262,29,30,3.25904353955883e-07,25.939999999999998,1.0,2.0
116053,31,42,4.5625746798795007e-07,37.35,1.0,3.0
155709,26,31,3.367682065194143e-07,27.75,1.0,2.0
194616,22,23,2.4985862474118583e-07,20.69,1.0,3.0
21613,80,133,1.4448371393125916e-06,101.4,1.0,2.0
63553,44,47,5.105827280763654e-07,37.54,1.0,3.0
216172,20,22,2.3899551774649225e-07,20.1,1.0,3.0
185331,23,25,2.715868646597305e-07,22.47,1.0,3.0
130326,29,29,3.15041530702207e-07,24.939999999999998,1.0,2.0
145353,27,32,3.476305995146669e-07,28.49,1.0,3.0
194315,22,27,2.93311802124332e-07,24.69,1.0,2.0
75235,40,66,7.169910968427787e-07,58.2,1.0,2.0
216185,20,22,2.389958807945551e-07,20.1,1.0,3.0
65743,43,53,5.757637016362548e-07,43.97,1.0,3.0
206320,21,22,2.38996072187711e-07,19.9,1.0,3.0
116843,31,32,3.476291454341525e-07,27.35,1.0,2.0
164897,25,34,3.693586842120934e-07,31.0,1.0,3.0
55956,47,58,6.300757618517822e-07,47.19,1.0,4.0
205342,21,24,2.6072119107307957e-07,21.9,1.0,3.0
145636,27,31,3.367654763566759e-07,27.49,1.0,3.0
258959,15,15,1.6295142589183537e-07,13.95,1.0,3.0
196067,22,28,3.041738814023922e-07,25.69,1.0,3.0
216809,20,21,2.2813212650921133e-07,19.1,1.0,3.0
236557,18,18,1.9553992707473977e-07,16.47,1.0,2.0
226637,19,20,2.1726740944577842e-07,18.29,1.0,3.0
68407,42,55,5.974853164661025e-07,46.39,1.0,5.0
227809,19,19,2.064030543092522e-07,17.29,1.0,3.0
65989,43,62,6.735323263066565e-07,52.97,1.0,3.0
130483,29,31,3.3676850250463707e-07,26.939999999999998,1.0,3.0
45142,53,63,6.84399029557212e-07,49.22,1.0,3.0
43268,54,118,1.2818818599185667e-06,103.69,1.0,5.0
109738,32,33,3.584948330352553e-07,28.04,1.0,2.0
85679,37,48,5.214449612773629e-07,41.34,1.0,2.0
194790,22,25,2.715860457436774e-07,22.69,1.0,3.0
82307,38,41,4.45404018809331e-07,33.97,1.0,3.0
163439,25,29,3.150372192077315e-07,26.0,1.0,3.0
164193,25,27,2.933142955756028e-07,24.0,1.0,2.0
156022,26,35,3.8021977828894156e-07,31.75,1.0,3.0
23562,76,110,1.1949705182497328e-06,81.5,1.0,2.0
137703,28,33,3.5849586889502274e-07,29.22,1.0,3.0
194609,22,24,2.6072196086479087e-07,21.69,1.0,2.0
116885,31,32,3.4762598448191674e-07,27.35,1.0,3.0
137289,28,31,3.3676527428303243e-07,27.22,1.0,2.0
123068,30,38,4.128128049006167e-07,33.65,1.0,3.0
110719,32,35,3.802225556877587e-07,30.04,1.0,2.0
136993,28,37,4.019415177441462e-07,33.22,1.0,3.0
245382,17,17,1.8467754425840479e-07,15.64,1.0,2.0
195784,22,23,2.4985864265018004e-07,20.69,1.0,3.0
110853,32,33,3.5849341046512947e-07,28.04,1.0,3.0
74896,40,43,4.6712870109289265e-07,35.2,1.0,2.0
154632,26,28,3.041775692685129e-07,24.75,1.0,3.0
226385,19,23,2.4985406361244304e-07,21.29,1.0,2.0
183780,23,23,2.4985432516637045e-07,20.47,1.0,2.0
137150,28,30,3.259031456741018e-07,26.22,1.0,3.0
252386,16,16,1.738133009129481e-07,14.8,1.0,3.0
60937,45,48,5.2144761000876e-07,38.1,1.0,3.0
65904,43,61,6.626712474244246e-07,51.97,1.0,3.0
109756,32,57,6.192142339465134e-07,52.04,1.0,2.0
146690,27,27,2.933120080630137e-07,23.49,1.0,2.0
145182,27,33,3.5849429133981165e-07,29.49,1.0,3.0
62950,44,66,7.169829979353184e-07,56.54,1.0,3.0
58067,46,52,5.648996644950169e-07,41.65,1.0,3.0
30019,66,156,1.694683381061159e-06,134.55,1.0,5.0
49972,50,69,7.495645048741122e-07,56.75,1.0,4.0
175220,24,24,2.6071980706482434e-07,21.24,1.0,2.0
173870,24,26,2.824489600765384e-07,23.24,1.0,3.0
236000,18,20,2.1726892572095482e-07,18.47,1.0,3.0
175274,24,24,2.607172444559217e-07,21.24,1.0,3.0
68535,42,67,7.278316264080424e-07,58.39,1.0,3.0
90176,36,43,4.6712908936696877e-07,36.7,1.0,3.0
51957,49,60,6.518099079028925e-07,48.24,1.0,3.0
63565,44,47,5.1058256332542e-07,37.54,1.0,2.0
163423,25,31,3.367635394414156e-07,28.0,1.0,3.0
109598,32,45,4.888434860755259e-07,40.04,1.0,4.0
54134,48,52,5.64900372328099e-07,40.72,1.0,3.0
175310,24,24,2.6072151774257586e-07,21.24,1.0,2.0
205259,21,21,2.2813060088123232e-07,18.9,1.0,2.0
110160,32,40,4.345307882762003e-07,35.04,1.0,3.0
49864,50,74,8.038939140368822e-07,61.75,1.0,4.0
183719,23,25,2.7157686347483386e-07,22.47,1.0,3.0
216625,20,20,2.1726184777368678e-07,18.1,1.0,2.0
48141,51,66,7.169907343847981e-07,53.25,1.0,2.0
69028,42,62,6.735336089978009e-07,53.39,1.0,2.0
216756,20,22,2.3899686903469043e-07,20.1,1.0,3.0
226616,19,20,2.172654861319124e-07,18.29,1.0,2.0
216647,20,20,2.1726858949212718e-07,18.1,1.0,3.0
130444,29,41,4.45400890783681e-07,36.94,1.0,3.0
216387,20,21,2.2813346434353574e-07,19.1,1.0,3.0
130260,29,32,3.4763101773541384e-07,27.939999999999998,1.0,2.0
264098,14,21,2.281340436567185e-07,20.09,1.0,2.0
43634,54,84,9.125256580346951e-07,69.69,1.0,2.0
236167,18,18,1.9554095756475937e-07,16.47,1.0,2.0
206600,21,21,2.2813238883024563e-07,18.9,1.0,2.0
194355,22,39,4.236695303925383e-07,36.69,1.0,3.0
205171,21,30,3.2590198359575546e-07,27.9,1.0,3.0
183537,23,26,2.824470028034428e-07,23.47,1.0,4.0
145519,27,38,4.128088237341471e-07,34.49,1.0,3.0
32876,63,87,9.451186978642111e-07,67.47,1.0,3.0
258386,15,15,1.6295161424606807e-07,13.95,1.0,3.0
252168,16,16,1.738147482665256e-07,14.8,1.0,2.0
78586,39,45,4.888565103989645e-07,37.59,1.0,3.0
60573,45,51,5.540325017474658e-07,41.1,1.0,4.0
85824,37,43,4.671300041418724e-07,36.34,1.0,2.0
226599,19,20,2.1726618346153172e-07,18.29,1.0,3.0
163688,25,29,3.1503691330912803e-07,26.0,1.0,2.0
115741,31,33,3.58490120638945e-07,28.35,1.0,2.0
89455,36,45,4.888363177866757e-07,38.7,1.0,4.0
236440,18,18,1.955412698362504e-07,16.47,1.0,2.0
194137,22,28,3.0417311488563697e-07,25.69,1.0,2.0
235666,18,18,1.9554260120917492e-07,16.47,1.0,3.0
145856,27,36,3.910804211004406e-07,32.49,1.0,3.0
245136,17,20,2.1726832702357235e-07,18.64,1.0,3.0
163559,25,30,3.2590243403498957e-07,27.0,1.0,2.0
104189,33,43,4.6712661102180185e-07,37.72,1.0,3.0
31881,64,88,9.559852829213055e-07,67.84,1.0,4.0
68954,42,50,5.43175562085216e-07,41.39,1.0,3.0
244333,17,19,2.0640529983749398e-07,17.64,1.0,3.0
86048,37,39,4.2367131480105847e-07,32.34,1.0,2.0
154447,26,32,3.476314566680454e-07,28.75,1.0,3.0
94903,35,42,4.562660905048352e-07,36.05,1.0,3.0
51936,49,53,5.757583739022445e-07,41.24,1.0,3.0
94203,35,41,4.453971315766244e-07,35.05,1.0,3.0
227660,19,30,3.259037642277497e-07,28.29,1.0,2.0
236650,18,18,1.9554092168776266e-07,16.47,1.0,3.0
54010,48,57,6.192157147872547e-07,45.72,1.0,3.0
245087,17,18,1.9554060720346345e-07,16.64,1.0,3.0
130375,29,31,3.3676887322376827e-07,26.939999999999998,1.0,2.0
137158,28,31,3.3676819344909393e-07,27.22,1.0,3.0
38014,58,79,8.582038305723525e-07,62.47,1.0,3.0
74548,40,55,5.974854151573476e-07,47.2,1.0,3.0
40830,56,63,6.844002470442753e-07,47.6,1.0,3.0
95114,35,36,3.910800741321172e-07,30.05,1.0,2.0
63505,44,81,8.799380851100722e-07,71.53999999999999,1.0,2.0
3705,112,231,2.5094500860789543e-06,168.84,1.0,5.0
206463,21,25,2.7158341728160326e-07,22.9,1.0,3.0
195330,22,27,2.933112390679133e-07,24.69,1.0,3.0
130206,29,34,3.6935972086847184e-07,29.939999999999998,1.0,3.0
68766,42,54,5.866177545279548e-07,45.39,1.0,2.0
205093,21,28,3.0417574511795774e-07,25.9,1.0,3.0
24704,74,93,1.0102933058830516e-06,65.99,1.0,4.0
63281,44,50,5.431757289604572e-07,40.54,1.0,2.0
43539,54,66,7.169900923753834e-07,51.69,1.0,2.0
62764,44,47,5.105815191454937e-07,37.54,1.0,3.0
85569,37,62,6.735215741536702e-07,55.34,1.0,3.0
267842,13,13,1.4122265032618944e-07,12.22,1.0,3.0
215781,20,24,2.6072078353282015e-07,22.1,1.0,3.0
206524,21,21,2.2813188088750281e-07,18.9,1.0,2.0
90010,36,47,5.105724764605905e-07,40.7,1.0,2.0
29502,67,70,7.604447741140458e-07,47.89,1.0,2.0
185686,23,24,2.6071859093495014e-07,21.47,1.0,3.0
174337,24,26,2.8244987485144203e-07,23.24,1.0,2.0
226779,19,21,2.2813049599412436e-07,19.29,1.0,3.0
116323,31,46,4.997106179027706e-07,41.35,1.0,3.0
185674,23,23,2.498525557459377e-07,20.47,1.0,2.0
122122,30,36,3.910794769689484e-07,31.65,1.0,3.0
115743,31,33,3.584900926985536e-07,28.35,1.0,3.0
129619,29,34,3.69357725682596e-07,29.939999999999998,1.0,3.0
226198,19,20,2.1726543621095978e-07,18.29,1.0,3.0
109912,32,52,5.648981608475992e-07,47.04,1.0,5.0
164610,25,28,3.0417223873161224e-07,25.0,1.0,3.0
215579,20,59,6.409471502663551e-07,57.1,1.0,2.0
77775,39,46,4.997176702994801e-07,38.59,1.0,3.0
116701,31,58,6.30082438248125e-07,53.35,2.0,2.0
104333,33,43,4.671295415174412e-07,37.72,1.0,3.0
145931,27,35,3.80214006842634e-07,31.49,1.0,3.0
164581,25,26,2.8245029121343006e-07,23.0,1.0,3.0
99799,34,34,3.6935988184289123e-07,28.39,1.0,3.0
165308,25,31,3.3676627686216483e-07,28.0,1.0,3.0
164269,25,28,3.041737573376133e-07,25.0,1.0,3.0
185374,23,24,2.607231174258688e-07,21.47,1.0,2.0
185582,23,32,3.4763004896799053e-07,29.47,1.0,3.0
94716,35,38,4.1281314242762513e-07,32.05,1.0,2.0
4506,102,171,1.857646971556197e-06,119.49000000000001,1.0,2.0
227761,19,28,3.041736065126074e-07,26.29,1.0,2.0
35976,60,76,8.256261932154873e-07,58.3,1.0,3.0
68903,42,49,5.323114845528527e-07,40.39,1.0,3.0
109843,32,35,3.8021895618644473e-07,30.04,1.0,2.0
53682,48,79,8.582096355943361e-07,67.72,1.0,3.0
63242,44,50,5.431695630737147e-07,40.54,1.0,3.0
104432,33,36,3.9108313922550244e-07,30.72,1.0,3.0
60702,45,59,6.409427624152453e-07,49.1,1.0,3.0
130550,29,33,3.584963645640561e-07,28.939999999999998,1.0,2.0
109971,32,38,4.128115346011981e-07,33.04,1.0,2.0
58273,46,49,5.323068240837745e-07,38.65,1.0,3.0
164368,25,26,2.8245091965095455e-07,23.0,1.0,2.0
194945,22,25,2.7158655179815723e-07,22.69,1.0,3.0
163835,25,28,3.0417521274581257e-07,25.0,1.0,2.0
136893,28,37,4.0194693894717424e-07,33.22,1.0,3.0
110761,32,32,3.476311746972744e-07,27.04,1.0,2.0
48298,51,58,6.300828667953101e-07,45.25,1.0,2.0
48333,51,61,6.626668978401443e-07,48.25,1.0,3.0
145711,27,30,3.259040071940884e-07,26.49,1.0,3.0
99716,34,38,4.1281330765063627e-07,32.39,1.0,3.0
82311,38,58,6.300800165508476e-07,50.97,1.0,2.0
154664,26,27,2.933123252911951e-07,23.75,1.0,2.0
82219,38,49,5.323078585273446e-07,41.97,1.0,3.0
94810,35,42,4.562655711440022e-07,36.05,1.0,2.0
153855,26,35,3.802155391385417e-07,31.75,1.0,4.0
164148,25,26,2.824457464889719e-07,23.0,1.0,2.0
51982,49,55,5.974898388559501e-07,43.24,1.0,3.0
71589,41,51,5.540389857180088e-07,42.8,1.0,3.0
184989,23,24,2.60720979233576e-07,21.47,1.0,2.0
163282,25,25,2.715847904913545e-07,22.0,1.0,2.0
63382,44,44,4.77993634273925e-07,34.54,1.0,3.0
236568,18,18,1.9554013419358586e-07,16.47,1.0,2.0
164197,25,27,2.933132844107747e-07,24.0,1.0,3.0
89591,36,45,4.888561066647352e-07,38.7,1.0,3.0
122698,30,39,4.2367634191770086e-07,34.65,1.0,3.0
116062,31,35,3.8022133138524616e-07,30.35,1.0,3.0
174214,24,26,2.8244977961217775e-07,23.24,1.0,3.0
185214,23,26,2.8245062387226053e-07,23.47,1.0,3.0
244807,17,17,1.8467841566226796e-07,15.64,1.0,3.0
60344,45,77,8.364493672835962e-07,67.1,1.0,4.0
146646,27,35,3.802211579010845e-07,31.49,1.0,2.0
235646,18,22,2.3899585046433096e-07,20.47,1.0,3.0
173221,24,27,2.933131697873107e-07,24.24,1.0,2.0
33884,62,69,7.495817575494469e-07,50.09,1.0,2.0
99783,34,52,5.648829578227258e-07,46.39,1.0,3.0
195786,22,26,2.8245154463649823e-07,23.69,1.0,3.0
130431,29,32,3.476313845304986e-07,27.939999999999998,1.0,3.0
53563,48,103,1.1189226940367586e-06,91.72,1.0,4.0
122007,30,44,4.779934298399528e-07,39.65,1.0,3.0
165458,25,25,2.7158386854695236e-07,22.0,1.0,2.0
65669,43,66,7.169852800486554e-07,56.97,1.0,3.0
71653,41,57,6.19188957658205e-07,48.8,1.0,3.0
236059,18,18,1.9554145125701744e-07,16.47,1.0,3.0
206579,21,24,2.607221257632568e-07,21.9,1.0,2.0
146598,27,27,2.933139114321019e-07,23.49,1.0,2.0
98636,34,41,4.454020715381284e-07,35.39,1.0,3.0
56067,47,58,6.300826656953023e-07,47.19,1.0,3.0
26576,71,98,1.0646174411568104e-06,73.15,1.0,3.0
49745,50,101,1.0971991962546663e-06,88.75,1.0,5.0
173894,24,26,2.824495994895915e-07,23.24,1.0,3.0
196032,22,22,2.389966223803381e-07,19.69,1.0,3.0
115880,31,37,4.0194261317271e-07,32.35,1.0,2.0
184392,23,27,2.9331434278217743e-07,24.47,1.0,2.0
122267,30,38,4.1280605627821474e-07,33.65,1.0,2.0
104392,33,38,4.1280890047433494e-07,32.72,1.0,3.0
185887,23,26,2.8244735906556056e-07,23.47,1.0,3.0
74773,40,57,6.192155018856033e-07,49.2,1.0,3.0
195376,22,22,2.389928062303509e-07,19.69,1.0,2.0
103969,33,43,4.6712316674160605e-07,37.72,1.0,5.0
195554,22,22,2.389971593551243e-07,19.69,1.0,2.0
155375,26,34,3.6934891720131104e-07,30.75,1.0,3.0
74885,40,50,5.431733594559489e-07,42.2,1.0,2.0
163362,25,27,2.9331359597416713e-07,24.0,1.0,3.0
194172,22,30,3.2589077306692975e-07,27.69,1.0,3.0
183596,23,29,3.150382906494546e-07,26.47,1.0,3.0
252171,16,16,1.7381386562159686e-07,14.8,1.0,3.0
235985,18,19,2.064015689543821e-07,17.47,1.0,2.0
94202,35,41,4.453981061858613e-07,35.05,1.0,3.0
217104,20,20,2.1726888155330347e-07,18.1,1.0,2.0
207028,21,22,2.38995417904587e-07,19.9,1.0,2.0
194832,22,26,2.82448430330259e-07,23.69,1.0,3.0
32776,63,86,9.34257012525016e-07,66.47,1.0,5.0
164638,25,27,2.9331350498349454e-07,24.0,1.0,3.0
86026,37,40,4.345390504594006e-07,33.34,1.0,2.0
184293,23,32,3.476262444426223e-07,29.47,1.0,3.0
145929,27,31,3.3676759121121837e-07,27.49,1.0,2.0
244240b1,7,10,1.0863491651565941e-07,9.79,2.0,2.0
244240a1,4,4,4.3454107677211164e-08,3.94,2.0,2.0
244240,6,0,-1.0650983396070552e-14,-0.15,0.0,0.0
94602,35,40,4.345382871290892e-07,34.05,1.0,3.0
3237,120,197,2.140056880583973e-06,125.6,1.0,2.0
129486,29,32,3.4762967282010325e-07,27.939999999999998,1.0,2.0
94037,35,68,7.38708844126481e-07,62.05,1.0,4.0
32657,63,82,8.908032659485964e-07,62.47,1.0,4.0
75058,40,54,5.866288160905336e-07,46.2,1.0,3.0
154333,26,30,3.259025579522479e-07,26.75,1.0,3.0
164348,25,26,2.8244901628186633e-07,23.0,1.0,2.0
185292,23,24,2.607229849229147e-07,21.47,1.0,3.0
183594,23,30,3.2590237127974946e-07,27.47,1.0,3.0
60576,45,50,5.431721772853042e-07,40.1,1.0,3.0
183968,23,28,3.0417370729864423e-07,25.47,1.0,2.0
146718,27,27,2.933127368145092e-07,23.49,1.0,2.0
109505,32,48,5.214457595110354e-07,43.04,1.0,4.0
115551,31,50,5.431667538104598e-07,45.35,1.0,3.0
137586,28,33,3.5849111295064735e-07,29.22,1.0,3.0
94330,35,37,4.019481429803638e-07,31.05,1.0,2.0
175075,24,25,2.715865814202828e-07,22.24,1.0,3.0
147040,27,30,3.259020276158863e-07,26.49,1.0,3.0
39426,57,70,7.604382393079228e-07,54.04,1.0,3.0
236528,18,19,2.0640399032711435e-07,17.47,1.0,2.0
53759,48,60,6.517818850180569e-07,48.72,1.0,3.0
137108,28,42,4.562586295352224e-07,38.22,1.0,2.0
226314,19,20,2.1726795960890135e-07,18.29,1.0,2.0
85485,37,56,6.083511328526416e-07,49.34,1.0,3.0
174839,24,24,2.607203777923114e-07,21.24,1.0,2.0
145862,27,29,3.150413576606069e-07,25.49,1.0,2.0
66321,43,45,4.888565632408239e-07,35.97,1.0,2.0
215667,20,23,2.4985726849629733e-07,21.1,1.0,3.0
226431,19,24,2.6072237277165845e-07,22.29,1.0,3.0
263637,14,14,1.520860268409199e-07,13.09,1.0,3.0
164540,25,28,3.041751487513999e-07,25.0,1.0,3.0
16003,96,171,1.8576001167590815e-06,125.4,1.0,4.0
65465,43,90,9.777033746064736e-07,80.97,1.0,2.0
89960,36,39,4.2367388269119665e-07,32.7,1.0,3.0
115917,31,38,4.1281250316209265e-07,33.35,1.0,3.0
116914,31,31,3.3676637584845093e-07,26.35,1.0,2.0
90269,36,46,4.997180057021928e-07,39.7,1.0,2.0
226042,19,26,2.824471707113279e-07,24.29,1.0,4.0
165119,25,25,2.7158726874800913e-07,22.0,1.0,3.0
226690,19,22,2.3899564756457244e-07,20.29,1.0,3.0
217466,20,21,2.281335866970763e-07,19.1,1.0,3.0
123067,30,33,3.5849542043256395e-07,28.65,1.0,3.0
89895,36,41,4.4539953698763355e-07,34.7,1.0,3.0
236175,18,18,1.955400932418824e-07,16.47,1.0,2.0
174210,24,26,2.824504287025786e-07,23.24,1.0,3.0
185467,23,23,2.498602523943742e-07,20.47,1.0,3.0
252132,16,16,1.7381393690352452e-07,14.8,1.0,3.0
165257,25,26,2.8244985912575184e-07,23.0,1.0,3.0
217566,20,20,2.1726698007247824e-07,18.1,1.0,3.0
206253,21,21,2.2813206230826987e-07,18.9,1.0,3.0
226656,19,19,2.064044945818435e-07,17.29,1.0,3.0
226946,19,19,2.0640553209384106e-07,17.29,1.0,3.0
71581,41,47,5.105838935181801e-07,38.8,1.0,3.0
94874,35,37,4.0194942862191913e-07,31.05,1.0,2.0
244306,17,27,2.9330770459365596e-07,25.64,1.0,2.0
216297,20,26,2.8244389221472133e-07,24.1,1.0,3.0
184128,23,24,2.6072363637364426e-07,21.47,1.0,2.0
137354,28,33,3.584884962902168e-07,29.22,1.0,2.0
22064,79,98,1.0646148430249605e-06,67.19,1.0,3.0
137306,28,34,3.693575676880916e-07,30.22,1.0,3.0
44997,53,65,7.061184547100963e-07,51.22,1.0,3.0
184515,23,26,2.82448430330259e-07,23.47,1.0,2.0
237148,18,18,1.9554171759061055e-07,16.47,1.0,2.0
65665,43,66,7.169854958712137e-07,56.97,1.0,2.0
2795,128,234,2.5419845877496763e-06,152.72,1.0,4.0
165023,25,25,2.715862745775479e-07,22.0,1.0,3.0
66311,43,46,4.997155899057372e-07,36.97,1.0,3.0
109562,32,49,5.32309511318034e-07,44.04,1.0,2.0
128980,29,47,5.105431855186485e-07,42.94,1.0,4.0
116478,31,32,3.476272099645936e-07,27.35,1.0,3.0
183502,23,28,3.041760716399335e-07,25.47,1.0,3.0
174183,24,26,2.824484507175984e-07,23.24,1.0,2.0
195207,22,22,2.389967267363721e-07,19.69,1.0,2.0
226492,19,19,2.06405115731853e-07,17.29,1.0,2.0
25295,73,88,9.559582316657916e-07,61.72,1.0,3.0
71372,41,59,6.409361801370106e-07,50.8,1.0,4.0
195350,22,28,3.0417574511795774e-07,25.69,1.0,3.0
175450,24,29,3.150398826026709e-07,26.24,1.0,3.0
194390,22,25,2.71584142581118e-07,22.69,1.0,2.0
85834,37,40,4.3453582049705355e-07,33.34,1.0,3.0
68627,42,50,5.431739418670631e-07,41.39,1.0,3.0
195653,22,32,3.476282006830741e-07,29.69,1.0,3.0
184300,23,24,2.6072163634909454e-07,21.47,1.0,2.0
58132,46,56,6.083494376645474e-07,45.65,1.0,3.0
40728,56,66,7.169687415497865e-07,50.6,1.0,2.0
153886,26,39,4.2367295980266305e-07,35.75,1.0,3.0
63437,44,66,7.169923441289923e-07,56.54,1.0,3.0
154622,26,32,3.47613731189362e-07,28.75,1.0,3.0
226991,19,20,2.1726770020877388e-07,18.29,1.0,2.0
145019,27,36,3.9108440506980057e-07,32.49,1.0,4.0
195322,22,22,2.389961149391652e-07,19.69,1.0,2.0
137300,28,31,3.3676647335953164e-07,27.22,1.0,3.0
216529,20,21,2.2813290081505134e-07,19.1,1.0,3.0
116286,31,34,3.6935932377266705e-07,29.35,1.0,2.0
194233,22,24,2.6072318897333344e-07,21.69,1.0,3.0
82330,38,44,4.779941746711878e-07,36.97,1.0,3.0
27136,70,98,1.0646165651208021e-06,73.85,1.0,4.0
122230,30,41,4.453971010398714e-07,36.65,1.0,3.0
137166,28,32,3.4762592606378067e-07,28.22,1.0,3.0
245132,17,17,1.8467842985374447e-07,15.64,1.0,3.0
116890,31,32,3.476238326587255e-07,27.35,1.0,3.0
17734,90,131,1.423090820957706e-06,90.94999999999999,1.0,4.0
164824,25,31,3.3676265006954996e-07,28.0,1.0,3.0
236521,18,18,1.9554281363876065e-07,16.47,1.0,2.0
217438,20,20,2.1726641241341856e-07,18.1,1.0,3.0
